"作者","Author full names","作者 ID","文献标题","年份","来源出版物名称","链接","摘要"
"Choi A.A.; Cho D.; Yim D.; Moon J.Y.; Oh W.","Choi, Angela Aerry (57194237802); Cho, Daegon (57215898839); Yim, Dobin (56906701000); Moon, Jae Yun (16638577900); Oh, Wonseok (57203253312)","57194237802; 57215898839; 56906701000; 16638577900; 57203253312","When seeing helps believing: The interactive effects of previews and reviews on e-book purchases","2019","Information Systems Research","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85079285825&doi=10.1287%2fisre.2019.0857&partnerID=40&md5=b0ed4ca55b7dad47fff749aa25dcfc05","Online reviews offer consumers the indirect experience of products through others’ consumption evaluations, whereas previews afford them direct experience through product trials. Although conceptual and empirical studies on the business ramifications of online reviews abound, little is known about how online previews moderate the effects of online reviews on sales. To cast light on this issue, the current research investigated the interactive effects of exposure to online previews and reviews on individual purchase decisions. We analyzed a unique two-month panel data set on 270,260 sessions that comprise clickstream data on consumers’ exposure to previews and reviews and data on their subsequent purchase behaviors. On the basis of analyses underlain by a two-stage hierarchical Bayesian framework, we found that online previews positively influence individual purchase decisions. More importantly, significant interactions exist between previews and reviews, as evidenced by the decreasing positive effect of previews with increasing review volume and average review rating. In addition, previews can complement reviews when a high variance in the latter renders purchase decisions difficult. We further examined the sequence effect of exposure to previews and reviews and discovered that exposure to previews following the experience of reviews may exert a considerable positive influence on individual purchase decisions. The results from an additional field experiment and a text-based sentiment analysis reinforced the validity of our main findings by mitigating concerns regarding the endogeneity and the accuracy of the review quality, respectively. The findings provide practical implications with regard to the design of optimal strategies for releasing preview information to digital platforms. Copyright: © 2019 INFORMS"
"Goodman J.K.; Malkoc S.A.","Goodman, Joseph K. (12647298600); Malkoc, Selin A. (8610777000)","12647298600; 8610777000","Choosing here and now versus there and later: The moderating role of psychological distance on assortment size preferences","2012","Journal of Consumer Research","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84869763921&doi=10.1086%2f665047&partnerID=40&md5=e431ac6f826b021c85c47d18f8dbb617","Consumers prefer larger assortments, despite the negative consequences associated with choosing from these sets. This article examines the role of psychological distance (temporal and geographical) in consumers' assortment size decisions and rectifies contradicting hypotheses produced by construal level theory. Six studies demonstrate that while consumers prefer larger assortments when the choice takes place in the here and now, they are more likely to prefer small assortments when choices pertain to distant locations and times. This decrease in preference for large assortments is due to psychological distance increasing the similarity of the options in a category, making them appear more substitutable. This effect of psychological distance reverses when consumers consider desirability/feasibility trade-off information inherent in the assortment size decision. These findings point to important outcomes of psychological distance, resolving opposing predictions of construal level theory, and identify boundary conditions for the well-established notion that consumers are attracted to large assortments."
"Köhler C.; Breugelmans E.; Dellaert B.G.C.","Köhler, Clemens (37665237900); Breugelmans, Els (14218900200); Dellaert, Benedict G.C. (6603360672)","37665237900; 14218900200; 6603360672","Consumer acceptance of recommendations by interactive decision aids: The joint role of temporal distance and concrete versus abstract communications","2011","Journal of Management Information Systems","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79955577301&doi=10.2753%2fMIS0742-1222270408&partnerID=40&md5=4157d0326f3382e807172c9026731f2b","Interactive decision aids (IDAs) typically use concrete, feature-based approaches to interact with consumers. Recently, however, interaction designs that focus on communicating abstract consumer needs have been suggested as a promising alternative. This paper investigates how temporal distance moderates the effectiveness of these two competing IDA communication designs by its effect on consumers' mental representation of the product decision problem. Temporal distance is inherently connected to IDAs in two ways. Congruency between consumption timing (immediate versus distant) and IDA communication design (concrete versus abstract, respectively) increases the likelihood to accept the IDA's advice. This effect is also achieved by congruency between IDA process timing (immediate versus delayed delivery of recommendations) and IDA communication design (concrete versus abstract, respectively). We further show that this process is mediated by the perceived transparency of the IDA process. Managers and researchers need to take into account the importance of congruency between the user and the interface through which companies interact with their users and can further optimize IDAs so that they better match consumers' mental representations. © 2011 M.E. Sharpe, Inc."
"Uhm J.-P.; Kim S.; Do C.; Lee H.-W.","Uhm, Jun-Phil (57211952713); Kim, Sanghoon (57207194293); Do, Chanwook (57578615400); Lee, Hyun-Woo (56927022000)","57211952713; 57207194293; 57578615400; 56927022000","How augmented reality (AR) experience affects purchase intention in sport E-commerce: Roles of perceived diagnosticity, psychological distance, and perceived risks","2022","Journal of Retailing and Consumer Services","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85131449629&doi=10.1016%2fj.jretconser.2022.103027&partnerID=40&md5=3af4e486166812484d972a66bd53656f","How does augmented reality affect consumers’ online purchase intentions? The authors used media richness theory and construal level theory to test hypotheses that augmented reality will improve consumers' perceptions of diagnosticity, psychological distance, risks, and purchase intention of e-commerce products (in Study 1), as well as to examine the relations among these constructs (in Study 2). The results indicate that (1) perceived diagnosticity and (2) purchase intention were higher, and (3) psychological distance and (4) perceived risks were lower in the group that experienced augmented reality e-commerce, compared to the group that experienced conventional web-based e-commerce. The impact of perceived diagnosticity on purchase intention was fully mediated by (5) psychological distance and (6) perceived risks. This research adds to the literature on augmented reality, particularly in the context of sport e-commerce, and suggests important practical implications. © 2022 Elsevier Ltd"
"Pizzi G.; Marzocchi G.L.; Orsingher C.; Zammit A.","Pizzi, Gabriele (55463681700); Marzocchi, Gian Luca (6603076888); Orsingher, Chiara (6507764621); Zammit, Alessandra (14526228800)","55463681700; 6603076888; 6507764621; 14526228800","The Temporal Construal of Customer Satisfaction","2015","Journal of Service Research","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84943804742&doi=10.1177%2f1094670515584752&partnerID=40&md5=20e34fc74bdf4dcae837a36a6bd6eb1d","Traditional customer satisfaction research considers satisfaction judgments invariant to temporal distance. We conduct two experiments and a field study to show that the amount of time elapsed between a service consumption experience and its evaluation influences satisfaction judgments. We show that consumers rely on concrete attributes to represent near-past (NP) experiences and on abstract attributes to represent distant-past (DP) experiences (i.e., different construal levels). The findings indicate that construal mechanisms generate intertemporal shifts in the importance of the attributes driving satisfaction over time (Study 1), in the weights assigned to abstract and concrete attributes of a past service experience (Study 2), and in overall satisfaction judgments when abstract and concrete attributes perform differently (Study 3). Overall, the results provide support for the idea that satisfaction judgments shift over time as a result of the different psychological mechanisms that are activated as a function of the time elapsing between the service experience and its evaluation. Managers are advised to adopt longitudinal approaches to customer satisfaction measurement: An immediate assessment to capture customers’ evaluations of the performance of the concrete details of the experience and a delayed assessment to measure customer satisfaction with more abstract and goal-related features of the experience. © 2015, © The Author(s) 2015."
"Schuetz S.W.; Benjamin Lowry P.; Pienta D.A.; Bennett Thatcher J.","Schuetz, Sebastian W. (56528150600); Benjamin Lowry, Paul (7102105723); Pienta, Daniel A. (57194239065); Bennett Thatcher, Jason (7006547020)","56528150600; 7102105723; 57194239065; 7006547020","The Effectiveness of Abstract Versus Concrete Fear Appeals in Information Security","2020","Journal of Management Information Systems","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85090549475&doi=10.1080%2f07421222.2020.1790187&partnerID=40&md5=d4242ed1246d553a9047e529f8f7feb1","Information security (ISec) is a pervasive concern of individuals, organizations, and governments. To encourage individuals to engage in and learn about secure behaviors, ISec research has turned to fear appeals, which are short messages that communicate threats and efficacy to elicit protection motivation among recipients. ISec research has reported contradictory findings on what makes fear appeals effective in ISec contexts, and this lack of clarity is problematic, because it may lead to incorrect conclusions. For example, some studies have argued that the mixed findings arise from differences between personal and organizational contexts and that fear appeals do not work well among organizational users. However, this argument has not been empirically tested, and differences in message design provide an equally plausible explanation, which has also not been tested. To reconcile the mixed findings across these studies, we test the effects of context (i.e., personal users vs. organizational users) and degree of message abstractness (i.e., abstract vs. concrete) on fear-appeal outcomes. We draw from construal-level theory to conceptualize the differences between abstract and concrete fear appeals. Across three experiments, we find evidence that concrete fear appeals are more effective than abstract fear appeals for the purpose of stimulating fear-appeal outcomes. Furthermore, by comparing two identical experiments—one conducted with personal users and another conducted with organizational users—we find differences in participants’ responses to fear appeals. However, contrary to our expectations, our findings suggest that organizational users report higher levels of fear and protection motivation than personal users. This finding is not a theoretical contradiction: the theoretical crux of an effective fear appeal is that it must be personally relevant to stimulate fear; correspondingly, we show that concrete fear appeals help stimulate fear and the desired protective response. Moreover, concrete fear appeals increase actual compliance behaviors, not just intentions. Thus, our findings suggest that the mixed findings in the literature may be a product of message abstractness and differences among audiences. This has pivotal implications for how to construct fear appeals in research and practice. © 2020 Taylor & Francis Group, LLC."
"Chen H.S.; Mitchell R.K.; Brigham K.H.; Howell R.; Steinbauer R.","Chen, H. Shawna (58367850500); Mitchell, Ronald K. (7403974578); Brigham, Keith H. (8738616400); Howell, Roy (8727996400); Steinbauer, Robert (56634049000)","58367850500; 7403974578; 8738616400; 8727996400; 56634049000","Perceived psychological distance, construal processes, and abstractness of entrepreneurial action","2018","Journal of Business Venturing","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85040569808&doi=10.1016%2fj.jbusvent.2018.01.001&partnerID=40&md5=c865f0053e311bf4f344b4a8f13c55dd","In this paper we develop the concept of abstractness as an underlying theoretical structure of entrepreneurial action, specifically to connect individual perception of psychological distance to entrepreneurial action. We draw on construal level theory to model distance and abstractness, using construal as the mechanism where, in new venture creation, entrepreneurs are expected over time to engage in more abstract action when they perceive greater psychological distance. Based on longitudinal data from 350 entrepreneurs, results from cross-lagged panel analysis indicate that psychological distance shapes the actions of entrepreneurs over time through social distance and hypotheticality. These findings advance entrepreneurial action research, practice, and pedagogy by showing that the apparently implicit relationship between entrepreneurial perception and entrepreneurial action may actually be quite explicit, when abstractness of action is seen as a construal-mechanism-based function of psychological distance. © 2018 Elsevier Inc."
"Rose S.; Wentzel D.; Hopp C.; Kaminski J.","Rose, Stefan (57216752987); Wentzel, Daniel (24075074100); Hopp, Christian (25947522200); Kaminski, Jermain (57194265741)","57216752987; 24075074100; 25947522200; 57194265741","Launching for success: The effects of psychological distance and mental simulation on funding decisions and crowdfunding performance","2021","Journal of Business Venturing","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084503965&doi=10.1016%2fj.jbusvent.2020.106021&partnerID=40&md5=e0522dab44586ffff969349e8cd1009c","This research examines how potential backers form mental representations of products in reward-based crowdfunding campaigns, and how these representations affect funding decisions and campaign performance. To test our framework, we conducted four experiments and also drew on a sample of 961 Kickstarter campaigns. Our results show that two campaign characteristics – the product's development stage and the indicated time to product delivery – determine the psychological distance that supporters experience in response to a campaign, and that psychological distance, in turn, inhibits individual campaign contributions and cumulative campaign success. Furthermore, we find that encouraging supporters to imagine the benefits of product usage is an effective means to increase support for campaigns that elicit high psychological distance. © 2020 Elsevier Inc."
"Ghorbani M.; Liao Y.; Çayköylü S.; Chand M.","Ghorbani, Majid (37029521900); Liao, Yuan (55218091500); Çayköylü, Sinan (37065735200); Chand, Masud (37029728700)","37029521900; 55218091500; 37065735200; 37029728700","Guilt, Shame, and Reparative Behavior: The Effect of Psychological Proximity","2013","Journal of Business Ethics","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84878200484&doi=10.1007%2fs10551-012-1350-2&partnerID=40&md5=35b12aa8c6475f4c471e135718a4c359","Research has paid scant attention to reparative behavior to compensate for unintended wrongdoing or to the role of emotions in doing the right thing. We propose a new approach to investigating reparative behavior by looking at moral emotions and psychological proximity. In this study, we compare the effects of moral emotions (guilt and shame) on the level of compensation for financial harm. We also investigate the role of transgressors' perceived psychological proximity to the victims of wrongdoing. Our hypotheses were tested through a scenario based questionnaire on a sample of 261 participants. Analyses indicate that (1) guilt has a stronger effect on the level of compensation than shame; (2) psychological proximity influences the level of guilt, shame, and compensation; and (3) shame interacts with psychological proximity to predict compensation, whereas guilt mediates the relationship between psychological proximity and compensation. © 2012 Springer Science+Business Media B.V."
"Kim H.; John D.R.","Kim, Hakkyun (24329622500); John, Deborah Roedder (7102816140)","24329622500; 7102816140","Consumer response to brand extensions: Construal level as a moderator of the importance of perceived fit","2008","Journal of Consumer Psychology","https://www.scopus.com/inward/record.uri?eid=2-s2.0-44249101105&doi=10.1016%2fj.jcps.2008.01.006&partnerID=40&md5=e1ea81095c4b0bfaca9296e492bceabb","One of the most enduring findings from branding research is that consumers evaluate brand extensions on the basis of their perceived fit with the parent brand. In this article, we propose that the importance of perceived fit in extension evaluations is moderated by construal level. We draw upon construal level theory, which posits that individuals can construe stimuli in their environments in terms of abstract and generalized features (high-level construals) or in terms of concrete and contextualized features (low-level construals). Results from three studies confirm that consumers who construe their environment at a higher level place more importance on perceived extension fit in evaluating brand extensions. These consumers evaluate high fit extensions more favorably than moderate fit extensions, consistent with prior research. However, consumers who construe their environment at a lower level do not evaluate high and moderate fit extensions any differently, unless the importance of using fit perceptions is made salient. © 2008 Society for Consumer Psychology."
"Ahn J.; Kim J.; Sung Y.","Ahn, Jungyong (57208227641); Kim, Jungwon (57317420200); Sung, Yongjun (25625420700)","57208227641; 57317420200; 25625420700","AI-powered recommendations: the roles of perceived similarity and psychological distance on persuasion","2021","International Journal of Advertising","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85118253492&doi=10.1080%2f02650487.2021.1982529&partnerID=40&md5=fd2d45950ee43ea14d4707d39e4a07d3","Artificial intelligence (AI) plays various roles in our daily lives, such as personal assistant, salesperson, and virtual counselors; thus, it stands out in various fields as a recommendation agent. This study explored the effects of perceived similarity and psychological distance on the persuasion of AI recommendation agents through two experiments. Results of Experiment 1 elucidated that individuals feel more psychologically distant when they interact with AI recommendation agents than with human agents as a result of a different level of perceived similarity. Furthermore, psychological distance plays a mediating role in determining the effectiveness of desirability- vs. feasibility-focused messages in health-related issues. In Experiment 2, we manipulated the AI speaker's level of perceived similarity via anthropomorphism and found that the AI's recommendation with secondary (vs. primary) features is more effective when AI is humanized, and the reverse was found in non-humanized AI conditions. Both theoretical and managerial implications are provided. © 2021 Advertising Association."
"Theodorakis I.G.; Painesis G.","Theodorakis, Ioannis G. (25423040000); Painesis, Grigorios (57201672319)","25423040000; 57201672319","The Impact of Psychological Distance and Construal Level on Consumers' Responses to Taboos in Advertising","2018","Journal of Advertising","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85045660872&doi=10.1080%2f00913367.2018.1452654&partnerID=40&md5=a47efac609c5faf84158dc31494006fc","To date, the use of taboos in advertising has produced mixed results. Such discrepancies require explanation. Relying on construal-level theory and the concept of psychological distance, this research focuses on taboo ads' effects on consumers' responses. The findings from three studies show that for different product categories (Study 1: perfume; Studies 2 and 3: alcohol) and across different taboo types (sex, violence, and a mixture of sex and violence), different distance dimensions (Study 1: spatial; Study 2: social), and different construal-level manipulations (low, high), an increase in the psychological distance (or construal) level attenuates consumers' unfavorable attitudinal and behavioral reactions while a decrease in the psychological distance (or construal) level intensifies consumers' responses. Furthermore, response intensity varies depending on the taboo type used, such that both violent and mixed taboo types produce more negative responses. Finally, gender has an impact, such that women react more negatively than men to different taboos, both across distance dimensions and across distance (construal) levels. A discussion of these findings and their implications, as well as suggestions for future research, concludes the article. Copyright © 2018, American Academy of Advertising."
"Cojuharenco I.; Patient D.; Bashshur M.R.","Cojuharenco, Irina (24464414700); Patient, David (8935338200); Bashshur, Michael R. (16425533900)","24464414700; 8935338200; 16425533900","Seeing the "" forest"" or the "" trees"" of organizational justice: Effects of temporal perspective on employee concerns about unfair treatment at work","2011","Organizational Behavior and Human Decision Processes","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79960841468&doi=10.1016%2fj.obhdp.2011.05.008&partnerID=40&md5=f0e022eec46d527a1d74383c87c52023","What events do employees recall or anticipate when they think of past or future unfair treatment at work? We propose that an employee's temporal perspective can change the salience of different types of injustice through its effect on cognitions about employment. Study 1 used a survey in which employee temporal focus was measured as an individual difference. Whereas greater levels of future focus related positively to concerns about distributive injustice, greater levels of present focus related positively to concerns about interactional injustice. In Study 2, an experimental design focused employee attention on timeframes that differed in temporal orientation and temporal distance. Whereas distributive injustice was more salient when future (versus past) orientation was induced, interactional injustice was more salient when past orientation was induced and at less temporal distance. Study 3 showed that the mechanism underlying the effect of employee temporal perspective is abstract versus concrete cognitions about employment. © 2011 Elsevier Inc."
"Chang H.; Zhang L.; Xie G.-X.","Chang, Hua (57196357743); Zhang, Lingling (35197569100); Xie, Guang-Xin (50862159800)","57196357743; 35197569100; 50862159800","Message framing in green advertising: The effect of construal level and consumer environmental concern","2015","International Journal of Advertising","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84922365007&doi=10.1080%2f02650487.2014.994731&partnerID=40&md5=2ce59c7a769e4a9cc2827d49ca5461e5","Many firms adopt green advertising and put great emphasis on the value of green marketing strategies. However, little research has examined the effectiveness of green appeal in advertisements. Building on message framing and construal level theory, this study examines the moderating role of temporal distance in effects of gain or loss framed messages on consumers’ attitudes and purchase intentions towards advertised brand. The findings demonstrate that a congruency between loss frame and low level construal, as well as the match between gain frame and high level construal, leads to more positive outcomes in consumers’ attitudes and purchase intention. Furthermore, this research reveals that salience of the congruency effect varies in line with the level of consumer environmental concern, which has important theoretical and practical implications. © 2015 Advertising Association."
"Branzei O.; Parker S.C.; Moroz P.W.; Gamble E.","Branzei, Oana (9942073300); Parker, Simon C. (7401647183); Moroz, Peter W. (23973311100); Gamble, Edward (56034728400)","9942073300; 7401647183; 23973311100; 56034728400","Going pro-social: Extending the individual-venture nexus to the collective level","2018","Journal of Business Venturing","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85049905534&doi=10.1016%2fj.jbusvent.2018.06.007&partnerID=40&md5=512d013c54c4eb8ef359ac2aa7895d39","The aim of this Special Issue is to demonstrate how drawing on multidisciplinary insights from the literature on prosociality can broaden the individual-opportunity nexus to make room for a variety of actors. Five feature articles emphasize the collective level of the analysis, underscoring the social distance between the entrepreneurs and the different communities they serve. Leveraging construal level theory, we abductively derive an organizing framework that helps us articulate how stretching or compressing social distance can transform initial opportunities into occasions for serving the greater good. We identify two distinct mechanisms present in all five empirical studies that explain how the needs and hopes of many others may add creativity, consistency and connectivity to one's venture. We also connect these abductive insights with the two editorials that follow this introduction and nudge our collective attention towards the research opportunities awaiting our academic community once we begin to relax the egocentric reference point that, until recently, has defined the discipline of entrepreneurship. © 2018 Elsevier Inc."
"Choi W.J.; Park J.; Yoon H.-J.","Choi, Woo Jin (55613807700); Park, JaeHong (35303368100); Yoon, Ho-Jung (57202466055)","55613807700; 35303368100; 57202466055","Your gift choice for your boss versus your subordinate would not be the same: The interplay of power and giver-receiver role on consumers' gift preferences","2018","Journal of Business Research","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85048471397&doi=10.1016%2fj.jbusres.2018.05.033&partnerID=40&md5=107ced842823203350a9b5e9eba04fd8","Past research on gift-giving behaviors has presumed equal and horizontal relationships between givers and receivers; however, in the real world, giver-receiver relationships often vary in their level of power, such as parent-child and boss-employee relationships. However, little is known regarding how the difference in power in the giver-receiver relationship influences people's gift choices. Building on construal level theory, the present research proposes and confirms that differences in interpersonal power between givers and receivers can affect the desirability versus feasibility of gifts, which in turn influences individuals' gift preferences. By highlighting the role of power in the gift-giving/receiving situations, these findings contribute to research on gift-giving, while also providing practical implications. © 2018"
"Da Costa Hernandez J.M.; Wright S.A.; Ferminiano Rodrigues F.","Da Costa Hernandez, José Mauro (34769991800); Wright, Scott A. (55473087500); Ferminiano Rodrigues, Filipe (56690663700)","34769991800; 55473087500; 56690663700","Attributes Versus Benefits: The Role of Construal Levels and Appeal Type on the Persuasiveness of Marketing Messages","2015","Journal of Advertising","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84931568207&doi=10.1080%2f00913367.2014.967425&partnerID=40&md5=948b6ee31fb778149029226ce2f7e2e1","When should marketers emphasize attributes or benefits in their communications? Grounded in construal-level theory, the results of four studies suggest that when a purchase is planned for the distant future or when construal levels are high, benefit-based appeals are more persuasive than attribute-based appeals. By contrast, when a purchase is planned for the near future or when consumers are predisposed to low construal levels, attribute-based appeals are equally as persuasive as benefit-based appeals. However, when low construal levels are temporarily induced using a mind-set manipulation, attribute-based appeals are found to be more persuasive than benefit-based appeals. Moreover, we demonstrate how these effects occur only when processing fluency is uninhibited. This research establishes an important link between these appeal types and construal levels, subsequently demonstrating when marketers should use these appeals. © 2015, American Academy of Advertising."
"Rogers T.; Bazerman M.H.","Rogers, Todd (57001107300); Bazerman, Max H. (7004218476)","57001107300; 7004218476","Future lock-in: Future implementation increases selection of 'should' choices","2008","Organizational Behavior and Human Decision Processes","https://www.scopus.com/inward/record.uri?eid=2-s2.0-41949094195&doi=10.1016%2fj.obhdp.2007.08.001&partnerID=40&md5=ae9d5d47b0569409535050ec288ae155","People often experience tension over certain choices (e.g., they should reduce their gas consumption or increase their savings, but they do not want to). Some posit that this tension arises from the competing interests of a deliberative ""should"" self and an affective ""want"" self. We show that people are more likely to select choices that serve the should self (should-choices) when the choices will be implemented in the distant rather than the near future. This ""future lock-in"" is demonstrated in four experiments for should-choices involving donation, public policy, and self-improvement. Additionally, we show that future lock-in can arise without changing the structure of a should-choice, but by just changing people's temporal focus. Finally, we provide evidence that the should self operates at a higher construal level (abstract, superordinate) than the want self, and that this difference in construal partly underlies future lock-in. © 2007 Elsevier Inc. All rights reserved."
"Gurtner S.; Reinhardt R.","Gurtner, Sebastian (36573605500); Reinhardt, Ronny (42662212800)","36573605500; 42662212800","Ambidextrous Idea Generation—Antecedents and Outcomes*","2016","Journal of Product Innovation Management","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84995769284&doi=10.1111%2fjpim.12353&partnerID=40&md5=27804703d773f4cc1c17efec998c15de","Ambidexterity, defined as the capability to develop both incremental and radical innovations, is an important driver of firm success. Idea generation is an essential starting point for both types of innovation. Therefore, this study investigates whether ambidextrous idea generation, defined as the capability to actively generate both incremental and radical ideas, affects new product development (NPD) success. Analyses on the Comparative Performance Assessment Study (CPAS) data, which includes data from 453 companies distributed over 24 countries, demonstrate that ambidextrous idea generation does indeed affect NPD program success. Consequently, this study also investigates which antecedents foster ambidextrous idea generation. The innovation paradox concept predicts that achieving ambidexterity requires overcoming paradoxical antecedents. Therefore, we tested whether combinations of financial and breakthrough orientations (the paradox of strategic emphasis), a formal innovation process and an innovation culture (the paradox of innovation drivers), tight and loose customer coupling (the paradox of customer orientation), and internal development and external collaboration (the paradox of openness) affects ambidextrous idea generation. The results show that only customer orientation and openness have the expected inverted u-shaped effect. These finding are in line with construal level theory, which predicts that the organizational characteristics that influence idea-generation activity must be at the same construal level to have the desired effect. The contribution of this study is twofold. First, the analyses indicate that ambidextrous idea generation has significant repercussions for the entire NPD program. Second, the results show that resolving innovation paradoxes only has an effect if the construal level of the paradox and the activity match. This finding indicates an important boundary condition for the innovation paradox concept. © 2016 Product Development & Management Association"
"Phang C.W.; Kankanhalli A.; Tan B.C.Y.","Phang, Chee Wei (14819684500); Kankanhalli, Atreyi (6508127144); Tan, Bernard C.Y. (24291803700)","14819684500; 6508127144; 24291803700","What motivates contributors vs. lurkers? An investigation of online feedback forums","2015","Information Systems Research","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84957671258&doi=10.1287%2fisre.2015.0599&partnerID=40&md5=b3cab3cdf9ca7bec297e75947c7a7e47","Organizations are setting up online forums to obtain inputs and feedback from key stakeholders, such as employees, customers, and citizens. Examples of such virtual spaces are online policy deliberation forums (OPDFs) initiated by government organizations to garner citizens' views on policy issues. Incorporating the inputs from these forums can result in more inclusive policies for societal benefit. Yet, as with other such forums, a common issue facing OPDFs is the sustainability of participation. When examining this issue, previous research has mostly explored the participation antecedents of existing contributors. However, engaging lurkers is also important, because these forums need to compensate for contributor attrition and become more effective with greater reach. Thus motivated, this study develops a model to explain the antecedents of both contributors' and lurkers' participation deriving from public participation and information technology-enabled public goods theories. It hypothesizes differences in the antecedents for contributors versus lurkers based primarily on construal level theory. The model was empirically validated through a survey of contributors and lurkers in a nationwide OPDF. The results reveal significant differences in the participation antecedents of the two groups as hypothesized. Specifically, contributors are influenced by political career benefit and political efficacy motives, whereas lurkers' future participation intention is driven by collective benefits, possession of civic skills, and mobilization. Furthermore, perceived connectivity of the OPDF directly influences participation intention for contributors and indirectly impacts participation intention for both groups via perceived communality. Perceived communality, on the other hand, influences collective and persuasion benefits for both contributors and lurkers. These findings are useful for understanding and promoting participation through differential strategies for contributors and lurkers in OPDFs in particular, and by extension, other feedback or online forums. © 2015 INFORMS."
"Alexander D.L.; Lynch J.G., Jr.; Wang Q.","Alexander, David L. (24463428600); Lynch, John G. (7403674894); Wang, Qing (55606549800)","24463428600; 7403674894; 55606549800","As time goes by: Do cold feet follow warm intentions for really new versus incrementally new products?","2008","Journal of Marketing Research","https://www.scopus.com/inward/record.uri?eid=2-s2.0-46849111578&doi=10.1509%2fjmkr.45.3.307&partnerID=40&md5=6e5710c81f21d48660822a627ed7e495","Combining prior theory about really new products (RNPs) with temporal construal theory, the authors show in four field studies that consumers follow through less often on positive purchase intentions to buy RNPs than on intentions to buy incrementally new products (INPs), and the decrement grows over time. Compared with consumers of INPs, consumers of RNPs are less likely to think concretely about the circumstances of buying and using the products and are more poorly calibrated in their expectations of initial product use. The authors discuss implications for both the marketing of and the market research on RNPs. © 2008, American Marketing Association."
"Chen M.-Y.; Chiu C.-I.","Chen, Ming-Yi (55584675600); Chiu, Ching-I. (57189234966)","55584675600; 57189234966","Go green: How to influence the perceived effectiveness of a green product?","2016","International Journal of Advertising","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84966605182&doi=10.1080%2f02650487.2015.1105647&partnerID=40&md5=99f2cc1fb3b01405395d56b4964f9a16","Across two studies, this research elucidates on which green messages in advertising are most effective in influencing the perceived effectiveness of green products by examining the moderating role of environmental consciousness. This study further considers a mechanism underlying the interaction between green messages and environmental consciousness on brand attitude with the perceived effectiveness of green products. The results show that when environmentally conscious individuals are exposed to abstract and distant temporal messages, they will report greater perceptions of a green product’s effectiveness and brand attitude than for concrete and proximal temporal messages. In contrast, less environmentally conscious respondents will not have different responses to the abstract/concrete and distant/proximal temporal messages. Furthermore, the perceived effectiveness of a green product mediates the interaction between green messages and environmental consciousness for predicting brand attitudes. With an understanding of how environmentally conscious individuals evaluate green advertising, marketers can better understand how to promote their green products more effectively. © 2015 Advertising Association."
"Fiedler K.","Fiedler, Klaus (7102213565)","7102213565","Construal level theory as an integrative framework for behavioral decision-making research and consumer psychology","2007","Journal of Consumer Psychology","https://www.scopus.com/inward/record.uri?eid=2-s2.0-34249336757&doi=10.1016%2fS1057-7408%2807%2970015-3&partnerID=40&md5=b0a3dc47a508568db4ec2a55b3c02c63","In this comment to Trope, Liberman and Makslak's lead article, I refrain from any attempt to review or recapitulate the growing body of research in social psychology in general and in consumer science in particular that is explicitly devoted to construal level theory (CLT). Rather, granting the status of CLT as a leading contemporary theory, with rich implications and applications in consumer science, I concentrate on recent phenomena in judgment and decision making for which CLT provides an implicit account. Specifically, CLT affords an integrative framework for understanding a whole variety of preference reversals - a major challenge for students of consumer behavior. Copyright © 2007, Lawrence Erlbaum Associates, Inc."
