"作者","Author full names","作者 ID","文献标题","年份","来源出版物名称","链接","摘要"
"Yang X.; Ma Y.; Han J.","Yang, Xianchuan (57210257073); Ma, Yin (57211796765); Han, Jiashi (57192890245)","57210257073; 57211796765; 57192890245","Product information the more the better? A moderated mediation model to explain consumer purchasing intention in cross-border e-commerce","2023","Asia Pacific Journal of Marketing and Logistics","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85158882215&doi=10.1108%2fAPJML-08-2022-0723&partnerID=40&md5=d6f76fa9a05633dbb9e4e698fe92f1a8","Purpose: The purpose of this paper is to identify the influence of product information on purchase intention and evaluate the moderated mediation effect of return policy leniency in cross-border e-commerce. Design/methodology/approach: The methodology is to use multiple regression analysis on 406 qualified online survey responses to determine the influence of product description, product display, and product content on consumer purchasing intention through product involvement as well as the moderated mediation effect of return policy leniency. Findings: The results show that product description and product content were positively associated with product involvement, while product display did not exhibit a significant relationship between it and product involvement. As hypothesized, product involvement mediated the relationship of product description and product content with consumer purchasing intention. The return policy leniency was also found to positively moderate the mediation path of product content on purchasing intention through product involvement. Originality/value: This study bridges a gap in the literature on the influence of three kinds of product information on purchasing intention through product involvement in a cross-border e-commerce context. Especially the study is one of the first attempts to determine that good return policy do not apply universally due to implied boundary conditions. The results can be used to expand consumption in cross-border e-commerce. © 2023, Emerald Publishing Limited."
"Kabadayi E.T.; Aksoy N.C.; Turkay P.B.","Kabadayi, Ebru Tumer (6503986736); Aksoy, Nilsah Cavdar (57216249624); Turkay, Pinar Baydogan (57715865700)","6503986736; 57216249624; 57715865700","How does customer engagement value occur in restaurants?A stimulus-organism-response(S-O-R) perspective; [顾客参与价值如何在餐厅里得到体现？刺激—机体一响应(S-O-R)视角研究]","2023","Service Industries Journal","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85130908832&doi=10.1080%2f02642069.2022.2075350&partnerID=40&md5=ed7173295b9bbebd20026905c1b925f3","The customer engagement value plays a vital role in the service industry. This study aims to explain how the customer engagement value occurs through restaurants using the stimulus-organism-response approach (S-O-R), based on environment-related dimensions (i.e. physical environment), brand-related feelings (i.e. love), and customer experience. 685 respondents were surveyed online, and data were analysed through structural equation modeling. The research findings show that physical environment positively affects brand love, brand love positively affects customer engagement value dimensions and also mediates the relationships between physical environment and customer engagement value, and customer experience moderates the relationship between physical environment and brand love. Restaurants can utilize our results to gain customer engagement value by creating love toward their brands through the physical environment; moreover, future research can further develop the customer engagement value theory and approach in light of our results. © 2022 Informa UK Limited, trading as Taylor & Francis Group."
"Casaló L.V.; Flavián C.; Ibáñez-Sánchez S.","Casaló, Luis V. (15847695300); Flavián, Carlos (6505957239); Ibáñez-Sánchez, Sergio (57194571773)","15847695300; 6505957239; 57194571773","Be creative, my friend! Engaging users on Instagram by promoting positive emotions","2021","Journal of Business Research","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85080084472&doi=10.1016%2fj.jbusres.2020.02.014&partnerID=40&md5=b246823b56a58c2d90684a714a43dffc","Instagram is emerging as the most influential social network; this phenomenon is especially apparent in the fashion industry. Fashion brands are launching creative campaigns on Instagram to engage their followers. The present study aims to increase the understanding of followers’ engagement by analyzing the consequences of brand publications on Instagram. Taking as a basis the S-O-R framework, brand publications (stimulus) may generate perceptions of creativity and positive emotions in their followers (organism) which, in turn, may influence their affective commitment and interaction intentions (response). Our results, based on data collected from 808 followers of an Instagram fashion brand account, analyzed using structural equation modeling, confirmed that perceived creativity is a crucial aspect of Instagram. In addition, positive emotions and affective commitment act as partial mediators in the relationship between perceived creativity and interaction intentions. These results have interesting implications for both the fashion industry and content generation on Instagram. © 2020 The Authors"
"Kuo Y.-F.; Chen F.-L.","Kuo, Ying-Feng (7403232627); Chen, Fei-Lung (57221163456)","7403232627; 57221163456","The effect of interactivity of brands’ marketing activities on Facebook fan pages on continuous participation intentions: An S–O-R framework study","2023","Journal of Retailing and Consumer Services","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85160838564&doi=10.1016%2fj.jretconser.2023.103446&partnerID=40&md5=24a9f374b501097e9b8c746ee3f3d921","Social media platforms have become crucial in helping brands build their marketing activities. We investigate the effect of interactivity of brands' marketing activities on Facebook fan pages on continuous participation (i.e., commenting and sharing) intentions. The S–O-R (stimulus-organism-response) framework is used to examine consumers' psychological states (perceived brand fan page experience and attachment) and subsequent behavioral responses (continuous participation intentions) after being stimulated (social media marketing activity interactivity). Using an online questionnaire, this study surveyed the top 15 brands' Facebook fan page users worldwide. We obtained 216 valid responses and used partial least squares structural equation modeling (PLS-SEM) to analyze the data. Results show that the more interactive a brand's marketing activities are on its Facebook fan page, the higher the perceived experience. In addition, perceived experience positively affects brand fan page attachment. Perceived experience and brand fan page attachment positively affect continuous participation intentions. Perceived experience partially mediated the relationship between interactivity and continuous participation intentions. Brand fan page attachment also partially mediated the relationship between perceived experience and continuous participation intentions. © 2023 Elsevier Ltd"
"Rashid M.H.; Wang Y.; Anwar I.; Aslam S.; Yasin N.; Khuram W.","Rashid, Muhammad Haroon (59329388900); Wang, Yanqing (55734148900); Anwar, Imran (57218544942); Aslam, Sumaira (57225685749); Yasin, Naveed (55625375000); Khuram, Waqas (57222598523)","59329388900; 55734148900; 57218544942; 57225685749; 55625375000; 57222598523","Venture creation through social connections: Role of social networking ties in developing entrepreneurial passion and intentions among university students","2024","International Journal of Management Education","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85204780239&doi=10.1016%2fj.ijme.2024.101062&partnerID=40&md5=a9269dbdbd5f134d46ea38245c1fbdce","Drawing upon S-O-R theory, this study explores the direct and indirect influence of social networking ties (SNTs) on entrepreneurial intention (EI), via the mediation of entrepreneurial passion (EP). It also investigates the moderation effect of the need for achievement (nAch) on the direct relationship between SNTs and EP and further investigates the conditional moderation of nAch on the indirect path from SNTs to EI. Using a sample of 307 Pakistani university students, we employed the PLS-SEM approach to test the model. The results of the measurement model affirmed that the data meet the assumptions of convergent and divergent validities. The findings from the structural model showed that SNTs influence EI both directly and indirectly. Additionally, nAch is also found to positively moderate the link between SNTs and EP. Further, the results of conditional indirect effects infer that the indirect effect of SNTs becomes the most significant for the students who perceive a high level of nAch and the least significant for the students who perceive a low level of nAch. This study adds to the literature by employing the S-O-R approach to understand the link between SNTs and EI via EP and incorporating nAch as a boundary condition. © 2024 Elsevier Ltd"
"Yu W.; Han X.; Ding L.; He M.","Yu, Weiping (55321034600); Han, Xiaoyun (58264315000); Ding, Lei (57661780400); He, Mingli (57220189150)","55321034600; 58264315000; 57661780400; 57220189150","Organic food corporate image and customer co-developing behavior: The mediating role of consumer trust and purchase intention","2021","Journal of Retailing and Consumer Services","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85097157774&doi=10.1016%2fj.jretconser.2020.102377&partnerID=40&md5=16dfbbb864f211fd0e5148c99cffb810","The impact of organic food corporate image on customers' surpassing purchasing behavior is absent in prior literature. Based on the S–O-R framework, the current study focuses on organic food member customers to explore the influence of corporate ability (CA) image and corporate social responsibility (CSR) image of organic food company on the consumption behavior and co-developing behavior of customers. The consumer samples came from 269 member customers of an organic food enterprise in southwest China. The results show that organic food company CA and CSR image positively affect consumer trust and co-developing behavior. CSR image enhances consumer trust and co-developing behavior than CA image does. Additionally, consumer trust and purchase intention play a multi-step mediating role in the relationship between corporate image (CA and CSR) and consumers' co-developing behavior. In conclusion, our findings provide new insights for understanding the relationship between the corporate image of organic food and the co-developing behavior of customers. The research results provide support for organic food companies that can effectively promote consumer trust, continuous purchase, and active engagement in the co-development of products and services by creating an image of ability and social responsibility. © 2020 Elsevier Ltd"
"Vazquez E.E.; Patel C.; Alvidrez S.; Siliceo L.","Vazquez, Erik Ernesto (57213143538); Patel, Chirag (25630866000); Alvidrez, Salvador (38662350600); Siliceo, Lorena (58298682900)","57213143538; 25630866000; 38662350600; 58298682900","Images, reviews, and purchase intention on social commerce: The role of mental imagery vividness, cognitive and affective social presence","2023","Journal of Retailing and Consumer Services","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85160819049&doi=10.1016%2fj.jretconser.2023.103415&partnerID=40&md5=17523b87de5fbd1342bc78e1135711a0","Images and textual reviews are central to social commerce sites. But little is known about the mechanism by which image quality and type of textual review (with personal experiences versus facts) impact consumer purchase intention on a social commerce page. We address this knowledge gap and use the stimulus-organism-response (S–O-R) framework to develop our conceptual framework. We hypothesize that image quality and type of textual review impact purchase intention through imagery vividness that functions as a stimulus. Further, imagery vividness impacts purchase intention positively in the social commerce context through social presence. Specifically, the effect of imagery vividness on purchase intention is likely to be serially mediated by cognitive social presence and affective social presence. We collect data by conducting two experiments using a social media post regarding fashion apparel for middle-aged women on Instagram and find support for our thesis. © 2023"
"Saini S.; Bansal S.","Saini, Shweta (57808841100); Bansal, Sanjeev (56909478800)","57808841100; 56909478800","Associating Designed Information and Novelty with Purchase Intentions for Product Displays in Fashion Apparel Stores","2023","Indian Journal of Marketing","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85180519874&doi=10.17010%2fijom%2f2023%2fv53%2fi12%2f173351&partnerID=40&md5=f9230476a8171c12f73a2c60e864f0d2","Purpose: This paper aimed to synthesize designed information, novelty, perceived usefulness, involvement, attitude, and purchase intentions. Scholars developed a conceptual model and hypotheses to reinforce the literature review on these factors. Methodology: This study used modified scales from earlier studies that have been published in journals. With 510 respondents, the data were gathered using the snowball technique. To assess the data set, structural equation modeling was employed. Findings: The findings of this study indicated a significant relation between designed information and novelty with perceived usefulness and involvement. Furthermore, the relationship between perceived usefulness and involvement as mediators with attitude toward product display was investigated and found to be significant. Practical Implications: The study’s primary conclusion was that consumers’ intentions to buy clothing in physical stores may be influenced by the way different conceptions are related to one another. The findings of this research offered valuable insights to retailers, visual merchandisers, and store managers regarding the significance of designed information and novelty in product displays within apparel brick-and-mortar stores, ultimately leading to purchase intentions. This research paper pioneered the study combining product display constructs. Originality: This study is noteworthy because of its findings, which linked planned information, novelty, perceived usefulness, involvement, attitude, and purchase intentions, expanding the product display stimulus-organism-response (S-O-R) framework. Specifically, it identified perceived usefulness, involvement, and attitude toward product displays as a mediator in linking designed information, novelty, and purchase intentions. © 2023, Associated Management Consultants Pvt. Ltd.. All rights reserved."
"Bigne E.; Chatzipanagiotou K.; Ruiz C.","Bigne, Enrique (55132662600); Chatzipanagiotou, Kalliopi (20435613700); Ruiz, Carla (55952545600)","55132662600; 20435613700; 55952545600","Pictorial content, sequence of conflicting online reviews and consumer decision-making: The stimulus-organism-response model revisited","2020","Journal of Business Research","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85077596203&doi=10.1016%2fj.jbusres.2019.11.031&partnerID=40&md5=00c89b3498bfd75c898b7c0b55d21daf","Conflicting online reviews challenge the consumer's decision-making processes. Furthermore, increase in visual content, both positive and negative, adds complexity. This study analyses conflicting online reviews based on text and photos using automatic processing patterns and conscious perceptions. The study is built on the stimulus-organism-response model revisited by Jacoby (2002), and captures nonlinear eye-tracking data and a questionnaire. A fsQCA analysis suggests that the order of the positive and negative stimuli strongly influence the way respondents perceive the overall meaning of a sequence of online reviews, supporting primacy-recency effects. In addition, the visualization pattern is shown to be similar, regardless of the valence sequence of the online reviews. The visual attention paid to the pictorial content is at the expense of attention paid to the text. Theoretical contributions to the stimulus-organism-response model and managerial implications are proposed. © 2019 Elsevier Inc."
"Chopdar P.K.; Paul J.; Korfiatis N.; Lytras M.D.","Chopdar, Prasanta Kr (57201118361); Paul, Justin (36997235800); Korfiatis, Nikolaos (57200199538); Lytras, Miltiadis D. (55830169000)","57201118361; 36997235800; 57200199538; 55830169000","Examining the role of consumer impulsiveness in multiple app usage behavior among mobile shoppers","2022","Journal of Business Research","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85119454161&doi=10.1016%2fj.jbusres.2021.11.031&partnerID=40&md5=9a5c4ebdf8f8f13159f8b24ecc66a3ab","Building on the stimulus-organism-response (S-O-R) theory, this study identifies and empirically tests the prominence of various technology-related, consumer characteristics, and situational variables (Stimuli) on fostering impulsive habits among mobile shoppers. We further examine the direct and indirect effects of consumer impulsiveness on the use of multiple shopping applications for online purchases. Data collected from 275 mobile shopping application (app) users through an online survey were analyzed using partial least square structural equation modeling (PLS-SEM). Results confirm the significant impact of mobility, personalization, product assortment, and hedonic motivation on impulsiveness, except the app's visual appeal. Impulsiveness was found to be strongly correlated with users' intention to install another shopping app, whereas consumers behavioral intention was a significant precursor of their multiple app usage behavior. The findings apprise managers of the role of impulsiveness in encouraging split loyalty among mobile shoppers and prescribe new strategies for sustained use of shopping platforms. © 2021 Elsevier Inc."
"Morais A.C.; Ishida A.; Matsuda R.","Morais, Ana Catarina (58657757300); Ishida, Akira (36724006600); Matsuda, Ruriko (58657584200)","58657757300; 36724006600; 58657584200","Ethical food consumption drivers in Japan. A S–O-R framework application using PLS-SEM with a MGA assessment based on clustering","2024","Journal of Retailing and Consumer Services","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85174596282&doi=10.1016%2fj.jretconser.2023.103556&partnerID=40&md5=e2d76231173d0dd12e663de120aa47f0","Humanity's lifestyle and consumption patterns have a tremendous impact on the environment. The present research focused on understanding the profile and the decision-making process of ethical food consumers in the Japanese market. To determine the main drivers of behaviour, a Stimulus-Organism-Response (S–O-R) model with Stimulus-Response (S–R) direct paths was tested via a Partial Least Squares Structural Equation Modelling (PLS-SEM). Next, the groups resultant of a two-step clustering technique between Pro-Environmental Behaviours (PEB) like recycling and reducing waste were used as a basis of a multi-group analysis. The first step of the clustering comprised a hierarchical algorithm, and the second a K-Medoids application. Evidence suggests ethical food consumption in Japan is bound to intention, knowledge, price, and certification recognition. The multi-group analysis implied an overall difference across the three groups defined, but the results were not conclusive at a pairwise level. © 2023 Elsevier Ltd"
"Irimia-Diéguez A.; Liébana-Cabanillas F.; Blanco-Oliver A.; Lara-Rubio J.","Irimia-Diéguez, Ana (55372801200); Liébana-Cabanillas, Francisco (55151541700); Blanco-Oliver, Antonio (55800421900); Lara-Rubio, Juan (57225407907)","55372801200; 55151541700; 55800421900; 57225407907","What drives consumers to use P2P payment systems? An analytical approach based on the stimulus–organism–response (S-O-R) model; [是什麼驅使消費者使用P2P支付系統 (個人對個人支付系統) 的呢? 一個以刺激-有機體-反應模型為基礎的分析方法]","2023","European Journal of Management and Business Economics","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85164467917&doi=10.1108%2fEJMBE-12-2022-0374&partnerID=40&md5=4aa3118d53fd7eba3097141543ebc8c1","Purpose: Traditional payment systems based on cash and bank cards are being replaced by new innovative formats. This research analyzes the success factors in the adoption by customers of Bizum, a peer-to-peer (P2P) mobile payment system widely used in Spain. This study proposes a theoretical framework based on the Stimulus–Organism–Response (S-O-R) model and includes the analysis of the moderating effect of perceived risk and the mediating effect of perceived trust. Design/methodology/approach: To achieve the proposed objectives, an online questionnaire was administered to 701 Spanish smartphone users, potential users of the proposed P2P payment systems. Findings: The results show that perceived usefulness is the most important predictor of intention to use. Additionally, a medium predictive relevance performance of the proposed model is found. Originality/value: This research contributes to a more holistic understanding of the adoption of P2P payment systems and provides new business opportunities that companies can exploit through the use of this technology. © 2023, Ana Irimia-Diéguez, Francisco Liébana-Cabanillas, Antonio Blanco-Oliver and Juan Lara-Rubio."
"Akram U.; Ansari A.R.; Fu G.; Junaid M.","Akram, Umair (57190977435); Ansari, Aisha Rehman (55810464300); Fu, Guoqun (19933529000); Junaid, Muhammad (58556396900)","57190977435; 55810464300; 19933529000; 58556396900","Feeling hungry? let's order through mobile! examining the fast food mobile commerce in China","2020","Journal of Retailing and Consumer Services","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085881562&doi=10.1016%2fj.jretconser.2020.102142&partnerID=40&md5=84264a86a784cc1d8617e04dd0991cf7","This study proposes a unique framework that aids to enrich online shopping experience (psychological and monetary gains) and accelerates fast food mobile commerce (m-commerce). The extended technology acceptance model (TAM) is applied while the stimulus–organism–response (S–O–R) paradigm served as the predominant framework combined with the acquisition-transaction utility theory. This study investigates the mobile website quality, website brand equity (stimulus) influence on (PEOU) and (PU) (organism) to predict Chinese consumer intention to use fast food mobile commerce (response). A total of 936 respondents were participated while data were collected using a convenience sampling technique in China. Results reveal that all dimensions of mobile WQ (i.e., service quality, system quality, and information quality) and Website BE (i.e., brand image, perceived quality, brand association, and brand loyalty) (stimulus) significantly substantially influence PEOU and PU (organism) toward the acceptance of online fast food shopping (response). Digital Coupon Proneness (an accelerator) substantially moderates the relationship between PEOU, PU, and intention to use fast food m-commerce. Based on the assumptions of acquisition-transaction utility theory, category-specific (fast food) digital coupon proneness increase m-commerce for online fast food buying– a novel contribution of the study. Furthermore, research provides unique managerial insights for the industry to utilize the maximum potential of m-commerce in the fast-food industry. © 2020 Elsevier Ltd"
"Dogra N.; Adil M.; Sadiq M.; Dash G.; Paul J.","Dogra, Nikhil (57223261275); Adil, Mohd (57201663043); Sadiq, Mohd (57210171184); Dash, Ganesh (57196466608); Paul, Justin (36997235800)","57223261275; 57201663043; 57210171184; 57196466608; 36997235800","Unraveling customer repurchase intention in OFDL context: An investigation using a hybrid technique of SEM and fsQCA","2023","Journal of Retailing and Consumer Services","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85147342029&doi=10.1016%2fj.jretconser.2023.103281&partnerID=40&md5=7c9c2bebff9afc9aaabf8032beac49f2","This research proposes a conceptual model based on the stimulus-organism-response (S–O-R) theoretical framework which links perceived website/app quality and image (stimuli) to satisfaction and trust (organism) which in turn influence customer repurchase intention (response). The data was collected from 680 consumers via Amazon MTurk. Following Covariance based Structural Equation Modeling (CB-SEM) analysis to validate the proposed model, fuzzy set/Qualitative Comparative Analysis (fsQCA) technique was also performed. According to the findings, perceived website/app quality has a direct impact on both satisfaction and trust in online food delivery services. Additionally, customer familiarity moderates the relationship between website/app quality and repurchase intention. Next, customer reviews moderate the association between repurchase intention and trust. Holistically, this study offers significant implications for academicians, managers and policymakers. Academically, this study contributes to online food delivery literature. Practically, the results provide guidelines to marketers, managers and policymakers interested in devising marketing strategies to promote customer's repurchase intention in online food delivery context. © 2023 Elsevier Ltd"
"Nadeem W.; Alimamy S.; Ashraf A.R.","Nadeem, Waqar (55835772000); Alimamy, Saifeddin (57201721630); Ashraf, Abdul Rehman (54384964200)","55835772000; 57201721630; 54384964200","Navigating through difficult times with ethical marketing: Assessing consumers' willingness-to-pay in the sharing economy","2023","Journal of Retailing and Consumer Services","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85139071442&doi=10.1016%2fj.jretconser.2022.103150&partnerID=40&md5=2b1fe840d6db595be29ffae705d40609","The pandemic has severely disrupted the activity and economic growth of co-working spaces, ridesharing, couch surfing, and other services known collectively as the “sharing economy.” Academicians and managers are exploring and experimenting with various strategies to recover losses, build meaningful connections with consumers, and optimize consumer engagement. As the sharing economy strives to recover from pandemic-induced losses, it is crucial to consider factors that might help sharing-economy firms navigate through difficult times. Moreover, value-co creation has been addressed previously in sharing economy research as a unidimensional construct with constrained applicability. Guided by the stimulus-organism-response (S–O-R) framework, the present study focuses on ethical marketing as a strategy for identifying consumer responses—including value co-creation, self–brand connection, and consumers' willingness to pay—that may benefit sharing-economy firms. We have collected the empirical data from n = 403 consumers in the sharing economy. Analyses through structural equation modelling tests reveal that ethical marketing influence value co-creation, self–brand connection, and consumers' willingness to pay. Contrary to our expectations, value co-creation has no influence on consumers' willingness to pay; however, the relationship between value co-creation and consumers' willingness to pay is fully mediated by self–brand connection. Based on empirical results, this study contributes to existing theoretical knowledge regarding ethical marketing and value co-creation literature in the sharing economy and proposes practical implications, including how consumers would be willing to co-create value, establish a self–brand connection, and are more likely to pay in response to ethical marketing. © 2022 Elsevier Ltd"
"Aljuhmani H.Y.; Elrehail H.; Bayram P.; Samarah T.","Aljuhmani, Hasan Yousef (57205688552); Elrehail, Hamzah (57189906502); Bayram, Pelin (57190297852); Samarah, Tariq (57356048300)","57205688552; 57189906502; 57190297852; 57356048300","Linking social media marketing efforts with customer brand engagement in driving brand loyalty","2023","Asia Pacific Journal of Marketing and Logistics","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85139928581&doi=10.1108%2fAPJML-08-2021-0627&partnerID=40&md5=ea730ed1322ba0ba41cc51b0cb4b8b02","Purpose: This study explores some central questions related to the connections between social media marketing efforts (SMMEs) and brand loyalty by seeking to understand the mediating role of social media customer brand engagement (CBE) in the airline context. Design/methodology/approach: The research model was examined empirically by targeting 360 consumers who follow Royal Jordanian Airlines on Facebook pages. Structural equation modeling (SEM) was used to analyze the data collected. Findings: Using the Stimulus–Organism–Response (S–O–R) theory and customer engagement model as the theoretical foundations, this study confirms that SMMEs are a strong predictor and play a vital role in developing and building social media customer engagement and brand loyalty. This study also found that the cognitive aspect of CBE is a key driver in enhancing brand loyalty. Furthermore, cognitive social media CBE positively mediated the relationship between SMMEs and brand loyalty. Contrary to expectations, emotional CBE had no mediating effect on the relationship between SMMEs and brand loyalty. Originality/value: This study contributes to CBE literature by adding SMMEs as antecedents. In addition, the findings of this study add the mediation effect of the cognitive component of customer engagement, through which SMMEs influence brand loyalty. © 2022, Emerald Publishing Limited."
"Gupta A.; Ishida C.","Gupta, Aditya (57195837449); Ishida, Chiharu (36640306800)","57195837449; 36640306800","Navigating the New Normal: An S-O-R Perspective on Student Experiences of Environmental, Psychological, and Behavioral Changes During the COVID-19 Pandemic","2022","Journal of Marketing Education","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85122134089&doi=10.1177%2f02734753211065124&partnerID=40&md5=9e77bdfbb04b53d6ee556123f5d092b1","Although higher education has weathered many past challenges, none can compare with the magnitude and velocity of the coronavirus disease 2019 (COVID-19) pandemic. Although students continued their academic careers despite hardships, as yet little is known about how they experienced and adapted to various pandemic-induced changes to their academic and personal lives. We address this gap through a qualitative exploration of student experiences of navigating the new normal which they were abruptly thrust into near the end of the Spring 2020 semester. Using a guided introspection methodology and a Stimulus-Organism-Response (S-O-R) framework, we unearth a dynamic process of psychological and behavioral changes that students experienced in response to the environmental changes brought about by the pandemic. We theorize that environmental dissolution and displacement trigger psychological reorientation, causing students to undertake behavioral practices of restructuration and reconfiguration that, over time, result in a degree of psychological revaluation. Our overall framework represents a fluid conceptualization that is not only more descriptive of real-world student progress but also more parsimonious in its account of key dimensions of student experience during the pandemic. We conclude by noting the implications of our framework for marketing educators and administrators, especially given the growing popularity of remote working. © The Author(s) 2021."
"Sen S.","Sen, Shaon (57214220455)","57214220455","Influence of External and Situational Stimulus Factors on Impulse Buying: A Stimulus-Organism-Response Framework","2024","Indian Journal of Marketing","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85202560901&doi=10.17010%2fijom%2f2024%2fv54%2fi5%2f173830&partnerID=40&md5=bf54b3b5676205f7a74a3db23ec20b4a","Purpose: This study aimed to develop a research model that incorporated the cognitive (useful) and affective (hedonic) motivations that influence the relationship between external and situational stimuli on consumers’ impulsive buying while adopting the stimulus-organism-response (S-O-R) framework. The study has proposed a number of situational and external cues that, through the customers’ affective and cognitive incentives, stimulate their impulsivity toward purchasing. Methodology: This study extensively reviewed scholarly research works published in national and international peer-reviewed journals published between 2012 and 2024 identified through specific keyword searches and iterative search results. Henceforth, this study excluded the research articles that did not comply with the relevance and the search criteria. All the research articles considered for the literature review are written in English. Findings: This study used a direct antecedent-consequent link to provide a thorough explanation of the phenomenon of impulsive buying. It has discussed how buyers’s cognitive and affective emotions play a role in what leads to their impulsive purchasing behavior. Practical Implications: The propositions would assist marketers in unveiling the enigma of the consumers’ need recognition that is often triggered by consumers’ trait changes due to psychological shifts; henceforth, practitioners would design effective marketing communications. Originality: This research is distinct from previous studies since it used the S-O-R paradigm and included a mediation role for affective and cognitive emotions in order to try and resolve the current disagreement among researchers regarding the influence of peer pressure on impulsive buying behavior. © 2024, Associated Management Consultants Pvt. Ltd. All rights reserved."
"Cheah J.-H.; Lim X.-J.; Ting H.; Liu Y.; Quach S.","Cheah, Jun-Hwa (57191585883); Lim, Xin-Jean (57205262966); Ting, Hiram (56312440400); Liu, Yide (55278323400); Quach, Sara (57190666654)","57191585883; 57205262966; 56312440400; 55278323400; 57190666654","Are privacy concerns still relevant? Revisiting consumer behaviour in omnichannel retailing","2022","Journal of Retailing and Consumer Services","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85088875764&doi=10.1016%2fj.jretconser.2020.102242&partnerID=40&md5=9d4c460164f3d3ddf5d0fa17deb2d9e1","Omnichannel retailing is a new retail norm that focuses on providing a seamless interaction between retailers and consumers. Although the effect of omnichannel retailing on business is increasingly recognised, privacy concerns remain a subject of debate and a delicate issue which could potentially inhibit its growth. Grounded in the Stimulus–Organism–Response (S–O–R) model, the current study investigates consumer behaviour in omnichannel retailing and uses Psychological Reactance Theory (PRT) as the theoretical basis to examine the moderating effect of privacy concerns. A quantitative approach was adopted by means of self-administered questionnaires. 736 consumers were sampled, and the data were analysed using Partial Least Squares Structural Equation Modelling (PLS-SEM). The findings show that consumer perception of channel integration (CPCI), consumer empowerment (CE), and trust significantly affect patronage intention in omnichannel retailing. In addition, when privacy concerns are low, the effects of CPCI and CE on trust are found to be stronger. It underscores the need to synergize channel integration, retailer-consumer relationship empowerment and effective mitigation of privacy concerns in the omnichannel retailing context. Implications of the study are provided. © 2020 Elsevier Ltd"
"Wang S.; Cheah J.-H.; Lim X.-J.; Leong Y.C.; Choo W.C.","Wang, Siqi (57350678800); Cheah, Jun-Hwa (57191585883); Lim, Xin-Jean (57205262966); Leong, Yee Choy (57350449100); Choo, Wei Chong (57210223683)","57350678800; 57191585883; 57205262966; 57350449100; 57210223683","Thanks COVID-19, I'll reconsider my purchase: Can fear appeal reduce online shopping cart abandonment?","2022","Journal of Retailing and Consumer Services","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85119699630&doi=10.1016%2fj.jretconser.2021.102843&partnerID=40&md5=ee93417c725a7df6d7cd8ee23219c0c1","Despite the widespread prevalence of online shopping cart abandonment (OSCA) and allusions to this behavior in popular press, scholars have yet to examine the key determinants of OSCA. This study used the stimulus-organism-response (S–O-R) model to explore the factors influencing consumers' OSCA and decision to buy from a land-based retailer. Two studies were carried out to test the proposed hypotheses among Mainland China's Generation Y consumers. Data was collected based on two product categories (i.e., apparel and electrical appliances) at two different time scenarios (i.e., pre- and post-pandemic). The findings reveal that hesitation at checkout increases OSCA, while consumers' decision to buy from a land-based retailer is influenced by their emotional ambivalence and OSCA. Furthermore, fear appeals appear to weaken the relationship between OSCA and the decision to buy from a land-based retailer. This study has implications for researchers and practitioners who seek to effectively reduce the rate of OSCA. © 2021 Elsevier Ltd"
