"作者","Author full names","作者 ID","文献标题","年份","来源出版物名称","链接","摘要"
"Yeşim Orhun A.; Guo T.; Hagemann A.","Yeşim Orhun, A. (57216523269); Guo, Tong (57217071878); Hagemann, Andreas (53663809200)","57216523269; 57217071878; 53663809200","Reaching for Gold: Frequent-Flyer Status Incentives and Moral Hazard","2022","Marketing Science","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85131530035&doi=10.1287%2fmksc.2021.1341&partnerID=40&md5=ca5d20878f1e8d041380e46a74595b90","We study how frequent-flyer program members change their purchase behav-iors as they progress toward achieving elite status. Using data from a leading U.S. airline, we empirically test the theoretical prediction that travelers’ switching costs vary dynami-cally with their progress toward attaining status. We show evidence for increased switching costs as the consumer approaches the target pace of point accumulation required to attain status. These switching costs reflect changes in booking behavior with the airline: Travelers become more likely to choose the airline even when it is less appealing than its competitors, and to pay higher prices than they otherwise would. These responses are reduced when travelers accumulate points at a rate substantially ahead of the target pace. The increase in switching costs is more pronounced for consumers at a hub of the airline and for business travelers. Moreover, we document a stronger willingness-to-pay response when consumers are less likely to shoulder the ticket costs themselves because they are traveling for business. This response suggests that asymmetric incentives induced by business travel explain much of the heterogeneity between business and leisure travel-ers, and moral hazard may be responsible for a large part of the profitability of frequent-flyer status incentives. © 2022, INFORMS."
"Li C.; Swaminathan S.; Kim J.","Li, Chen (57221108540); Swaminathan, Srinivasan (35877906700); Kim, Junhee (57221093262)","57221108540; 35877906700; 57221093262","The role of marketing channels in consumers’ promotional point redemption decisions","2021","Journal of Business Research","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85098225823&doi=10.1016%2fj.jbusres.2020.12.026&partnerID=40&md5=dc57264680f0c8bdc2db76ed2cb3fa93","Organizations employ loyalty programs to entice customers to repurchase their products and services. One popular promotional tool is the award of loyalty points. For this promotion to be effective, customers need to redeem these points. Currently, researchers opine that customers tend to stockpile these points. This study investigates customers’ point redemption behavior in an omni-channel environment and posits that point redemption is a two-stage decision: whether to redeem and how many points to redeem. In the first stage, the results show that purchasing through PC channel positively impacts the probability of redeeming the points. However, in the second stage, purchasing through the mobile channel has a positive effect on the number of points redeemed. In an omni-channel world, different channels complement each other by enhancing the effectiveness of various marketing activities. Findings of this research highlight the role played by the online channels in encouraging customers’ point redemption behavior. © 2020 Elsevier Inc."
"Gao H.; Zhang Y.","Gao, Huachao (57203470287); Zhang, Yinlong (11140087300)","57203470287; 11140087300","How does power distance belief impact consumers’ responses to demotion in hierarchical loyalty programs? The dual processes of monetary and psychological losses","2022","Journal of the Academy of Marketing Science","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85123833421&doi=10.1007%2fs11747-021-00825-8&partnerID=40&md5=562fc18e09ac53df7514b7d7c14c626c","Across five studies, we find that high-power distance belief (PDB) consumers (i.e., consumers who value social hierarchy) tend to show lower loyalty after being demoted in loyalty programs than low-PDB consumers (i.e., consumers who value equality). This occurs because while low-PDB consumers are only sensitive to the monetary losses associated with the demotion, high-PDB consumers are sensitive to both the monetary and psychological losses. More importantly, we find that when consumers receive the appropriate monetary (for low-PDB) or status-symbolic (for high-PDB) compensation, the negative effect of demotion is attenuated. Additionally, we find that proactive approaches are more effective in mitigating negative responses to demotion; accordingly, marketers should warn consumers of a prospective demotion and offer consumers help in maintaining their existing membership tier. Doing so results in a win-win situation where consumers avoid demotion and marketers achieve higher profits. The theoretical and practical implications of the research are also discussed. © 2021, Academy of Marketing Science."
"Son Y.; Oh W.; Han S.P.; Park S.","Son, Yoonseock (57194232535); Oh, Wonseok (57203253312); Han, Sang Pil (55487882600); Park, Sungho (38663033000)","57194232535; 57203253312; 55487882600; 38663033000","When loyalty goes mobile: Effects of mobile loyalty apps on purchase, redemption, and competition","2020","Information Systems Research","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85092922488&doi=10.1287%2fISRE.2019.0918&partnerID=40&md5=f896e3ce7b1a15ba6a97b59d54f7744b","Avenues for the delivery of loyalty programs have rapidly shifted from plastic card schemes to mobile app-based initiatives, yet our understanding of the economic value presented by the latter (i.e., loyalty apps) has not kept pace with this development. We examine the effects of loyalty app adoption on customers' offline purchase patterns, reward redemption, and deal-prone behaviors as well as store-level competition in a multivendor loyalty program (MVLP) context, where multiple offline brands collaborate in the operation of point-sharing initiatives. Mobile-driven loyalty apps substantially lower consumer search costs, thereby enhancing on-demand information accessibility and facilitating the monitoring of reward points. Based on a unique data set that comprises information on customers' loyalty app adoption status, loyalty point redemption patterns, and purchase behaviors in MVLP environments, we investigate how the transition from plastic-based programs to loyalty apps influences the out-of-pocket spending and point redemption patterns of consumers. Our findings reveal that the adoption of loyalty apps is associated with an increase in purchases and the predilection for point redemption. Despite these positive outcomes, however, potential adverse consequences may arise in the form of deal-susceptible behaviors and reduced store-specific loyalty. Loyalty app adopters tend to be more vulnerable to deals, with these customers selectively buying highly discounted products of low margin. Additionally, loyalty app consumers visit more stores but spend less in a focal store, thereby diminishing loyalty to this specific store. These results have managerial implications on optimal mobile-based loyalty program designs and implementation, reward-driven platform strategies, and risk management initiatives in an MVLP setting.  © 2020 INFORMS."
"Chaudhuri M.; Voorhees C.M.; Beck J.M.","Chaudhuri, Malika (37116655600); Voorhees, Clay M. (9276053800); Beck, Jonathan M. (57208443809)","37116655600; 9276053800; 57208443809","The effects of loyalty program introduction and design on short- and long-term sales and gross profits","2019","Journal of the Academy of Marketing Science","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85064841726&doi=10.1007%2fs11747-019-00652-y&partnerID=40&md5=d7982da7cc809afbc17d2aafcfe572ca","Loyalty programs (LPs) are marketing investments designed to foster behavioral loyalty among a firm’s best customers and, ultimately, increase firm performance. Surprisingly, the effectiveness of introducing LPs on firm performance in the short and long term has not been thoroughly evaluated. This research examines the extent to which introducing an LP can increase both firm sales and gross profits. Leveraging data from 322 publicly-traded firms that introduced an LP between 2000 and 2015, the authors demonstrate that introducing an LP can increase sales and gross profits in the short term (within the first year), and these positive effects are sustained long term (for at least three years). However, the effects on gross profits do not become significant until the second quarter after LP introduction, and their overall impact on performance lags substantially behind sales. Complementing these primary findings, the results reveal that offering an LP with tiers or earning mechanisms can provide firms with significant increases in sales and gross profits. Taken together, this research demonstrates that introducing strategically designed LPs can dramatically increase firm performance in both the short and long term. © 2019, Academy of Marketing Science."
"Shen L.; Hsee C.K.; Talloen J.H.","Shen, Luxi (47862105000); Hsee, Christopher K. (57208356912); Talloen, Joachim H. (57209396873)","47862105000; 57208356912; 57209396873","The fun and function of uncertainty: Uncertain incentives reinforce repetition decisions","2019","Journal of Consumer Research","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85051415022&doi=10.1093%2fjcr%2fucy062&partnerID=40&md5=9f04e05c8501075dd98189554964e424","This research studies repetition decisions—namely, whether to repeat a behavior (e.g., a purchase) after receiving an incentive (e.g., a discount). Can uncertainty drive repetition? Four experiments, all involving real consequences for each individual participant, document a counterintuitive reinforcing-uncertainty effect: individuals repeat a behavior more if its incentive is uncertain than if it is certain, even when the certain incentive is financially better. This effect is robust; it holds in both lab and field settings and at both small and large magnitudes. Furthermore, the experiments identify two theory-driven boundary conditions for the reinforcing-uncertainty effect: the effect arises (a) only if the uncertainty is resolved immediately and not if the resolution of uncertainty is delayed, and (b) only after, not before, one has engaged in repetitions. These results support a resolution-as-reward account and cast doubt on other explanations such as reference-dependent preferences. This research reveals the hidden value of uncertain incentives and sheds light on the delicate relationship between incentive uncertainty and repetition decisions. © The Author(s) 2018. Published by Oxford University Press on behalf of Journal of Consumer Research, Inc. All rights reserved."
"Chen H.S.; Jai T.-M.","Chen, Hsiangting Shatina (57003764900); Jai, Tun-Min (55568233600)","57003764900; 55568233600","Trust fall: data breach perceptions from loyalty and non-loyalty customers; [信任度流失: 酒店會員與非會員客戶對於資料外洩的認知]","2021","Service Industries Journal","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85064634976&doi=10.1080%2f02642069.2019.1603296&partnerID=40&md5=2ae1df3b8d26862d4b63e499bcc47155","Due to increased technological development in the service industry, protecting consumers’ personal data has become a critical concern. When companies’ information systems are attacked and customers’ profiles are compromised after data breaches, customers may feel more vulnerable about their information privacy. This study uses hotel data breaches as circumstances and aims to understand whether loyalty and non-loyalty program customers would distinguish differently the perceived severity, vulnerability, trust depletion, and crisis response strategies of an organization in response to a data breach. The results indicated that a data breach does not cause significant differences in perceived vulnerability and perceived severity between the two groups. However, loyalty program customers significantly reduce their trust toward the organization after a data breach crisis. This study provides implications to address the importance of customer data protection and crisis responses as part of customer relationship management. © 2019 Informa UK Limited, trading as Taylor & Francis Group."
"Bi Q.","Bi, Qingqing (57285827200)","57285827200","Cultivating loyal customers through online customer communities: A psychological contract perspective","2019","Journal of Business Research","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85067242408&doi=10.1016%2fj.jbusres.2019.06.005&partnerID=40&md5=e6d912c8f3fb35dd102a3942f294bc91","Despite a number of empirical studies showcasing the power of online customer communities in fostering customer loyalty, the underlying theoretical foundations for this phenomenon remain unclear. Drawing upon psychological contract theory, this study aims to provide a new perspective to understand the exchange relationship between e-retailers and customers through online customer communities. The proposed research model extends the classic trust-commitment framework and incorporates the constructs of feelings of gratitude and personal reciprocity. It addresses the psychological process in relationship development and opens the “black box” between higher-order mental constructs to investigate loyalty. The results of this study indicate that in order to build effective loyalty programs and generate economic benefits from investments in online customer communities, e-retailers should improve customers' awareness of the benefits they receive from these communities, design appropriate strategies to motivate customers' feelings of gratitude, and activate customers' gratitude-based reciprocal behaviors. © 2019 Elsevier Inc."
"Nastasoiu A.; Bendle N.T.; Bagga C.K.; Vandenbosch M.; Navarro S.","Nastasoiu, Alina (57204877816); Bendle, Neil T. (56416417100); Bagga, Charan K. (56646370500); Vandenbosch, Mark (6601978283); Navarro, Salvador (15127835500)","57204877816; 56416417100; 56646370500; 6601978283; 15127835500","Separating customer heterogeneity, points pressure and rewarded behavior to assess a retail loyalty program","2021","Journal of the Academy of Marketing Science","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85104512555&doi=10.1007%2fs11747-021-00782-2&partnerID=40&md5=4c20faab1478417405da1fbe9a37b5e1","Analyses of loyalty programs typically show collection spikes around redemptions. A spike might be caused by increased collector spending to facilitate a redemption (points pressure). The redemption might also encourage increased spending following it (rewarded behavior). These are the program’s incentive effects. Alternatively, the spike might be unrelated to the incentives, merely revealing pre-existing customer heterogeneity, e.g., in effortless collection, in bonus points collection, and reward timing selection. Understanding the cause of collection spikes is necessary to effectively assess and design programs. Our indirect inference approach isolates the incentive effects in a coalition program that has recurring modest value cash-type rewards. Most of the collection spike is not caused by incentives, yet 1.74% of sales are incentive driven. In contrast to prior findings, the incentive effects are driven by rewarded behavior, not points pressure. We attribute this to the program’s modest cash-type rewards that are unlikely to induce conscious pursuit. © 2021, Academy of Marketing Science."
"Elrod J.K.; Fortenberry J.L., Jr.","Elrod, James K. (7004284366); Fortenberry, John L. (36082509500)","7004284366; 36082509500","Sales promotion in health and medicine: using incentives to stimulate patient interest and attention","2020","BMC Health Services Research","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85091052175&doi=10.1186%2fs12913-020-05601-y&partnerID=40&md5=32d2bbc8a6a37ca5ab1e107381009b10","Background: Sales promotion - the use of incentives to encourage patronage - is a staple of marketing communications in the health services industry. Sales promotion applications commonly used by health services organizations include free samples, free trials, coupons, contests, and loyalty programs. These avenues engender goodwill, appreciation, and attentiveness; they also serve as small, but powerful promotional mechanisms by reminding recipients of healthcare institutions, compelling particular actions, encouraging repeat business, or prompting some related desirable in an effort to hasten exchange and bolster loyalty. Discussion: Sales promotion offers myriad opportunities for healthcare providers to connect with audiences. While limited in their power to attract broad audiences when used in isolation, sales promotion avenues used in tandem with other marketing communications create helpful engagement synergies which amplify conveyance initiatives. This article presents an overview of sales promotion and notably shares deployment insights and experiences from Willis-Knighton Health System, permitting peer healthcare establishments to view associated pathways, reflect on their own sales promotion efforts, and potentially bolster initiatives with the perspectives supplied herein. Conclusions: Sales promotion offers healthcare providers a complementary communications avenue, helping to reinforce other elements of the marketing communications mix, affording opportunities to develop better connections with patients. In formulating associated communication plans, health and medical establishments should be reminded of the benefits offered by sales promotion and especially strive to effect creative applications that build interest and attention. By doing so, opportunities to bolster patient volume and increase all-important market share abound.  © 2020 The Author(s)."
"Caminal R.","Caminal, Ramon (6602315492)","6602315492","Time-Limited Loyalty Rewards*","2022","Journal of Industrial Economics","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85143280091&doi=10.1111%2fjoie.12307&partnerID=40&md5=5f79c7af4fb29cf0275f6c5fdd6489c5","I examine an infinite-horizon model in which a monopolist can commit to sell the good to repeat customers at a reduced price. Such an option may or may not expire. Consumer preferences are subject to temporary shocks, which implies that loyalty rewards can raise efficiency by contracting prior to private information arrival. I show that expiration dates enhance the effectiveness of loyalty programs by disciplining consumers, who otherwise would excessively delay the redemption of rewards, and reduce the frequency of purchases. Moreover, if firms can influence future regular prices then loyalty programs become more profitable, but may harm consumers. © 2022 The Author. The Journal of Industrial Economics published by The Editorial Board of The Journal of Industrial Economics and John Wiley & Sons Ltd."
"Rains T.; Longley P.","Rains, Tim (57223040506); Longley, Paul (7003966507)","57223040506; 7003966507","The provenance of loyalty card data for urban and retail analytics","2021","Journal of Retailing and Consumer Services","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85109674829&doi=10.1016%2fj.jretconser.2021.102650&partnerID=40&md5=b14ec607e765a4bfa883d2163b88f7ca","The deployment of loyalty card and other consumer data in geographic research brings opportunities to explore and understand patterns of purchasing behaviour in unprecedented detail. However, valid generalisation requires thorough evaluation of their potential bias. We argue that, in competitive markets where consumers can choose to shop across competing retailers, loyalty card data from just one of these may not represent a ‘complete’ view of all purchases, and that this ‘completeness’ must be controlled for when assessing bias. To this end, we undertake a UK wide analysis of loyalty card data assembled by a major UK grocery retailer and provide guidelines for their effective deployment in the domains of urban and retail analysis. We assess, for the first time, the ‘completeness’ of circa 500 million customer transactions recorded by a major customer loyalty programme in representing the overall purchasing patterns of circa 16 million consumers across the entire UK, and develop a method by which to do this. Moreover, no operator has complete national store coverage, and so we suggest ways of accommodating this when conducting analysis using loyalty card data. We illustrate the importance of these issues before providing recommendations for the wider use of consumer loyalty card data. © 2021"
"Gu W.; Luan X.; Song Y.; Shang J.","Gu, Wei (57005991100); Luan, Xiaoting (57324115300); Song, Yanan (35115797100); Shang, Jennifer (7101847312)","57005991100; 57324115300; 35115797100; 7101847312","Impact of loyalty program investment on firm performance: Seasonal products with strategic customers","2022","European Journal of Operational Research","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85118552457&doi=10.1016%2fj.ejor.2021.09.046&partnerID=40&md5=bf7961c26edda8a8a5b258f734fad97d","Customer loyalty programs are often used by retailers as an important marketing tool. As an essential element of loyalty programs (LPs), the reward amount invested by the retailer is often linked to retailer's profit and customer behavior. We consider a retailer who sells a type of product in two periods to strategic customers. The retailer makes inventory ordering and loyalty program investment decisions. Customers decide whether to purchase immediately (in period 1) to receive the product and reward, or to wait for a markdown discount but face the risk of stockout. We have focused on three main questions: (1) How does the loyalty reward investment decision impact strategic customers’ behavior? (2) What are the optimal decisions and profits for the retailer when investing in a loyalty program? (3) What are the factors influencing the reward investment decision? We find that investing in the loyalty program induces more customers to make an early purchase, leading to a higher inventory ordering decision and more profit for the retailer. The benefits from reward investments are significantly affected by the product's cost and customers’ valuation of the product. Our results shed light on the reward investment decision of LPs. For products with high profit margins and market-determined prices (valuation approximates price), the retailer should invest in a loyalty program to achieve better profits. © 2021"
"Bazargan A.; Zolfaghari S.; Karray S.","Bazargan, Amirhossein (57195333934); Zolfaghari, Saeed (6602098430); Karray, Salma (18037601800)","57195333934; 6602098430; 18037601800","Should competing firms offer ‘Buy n times, get one free’ loyalty programs? A game-theoretic analysis","2020","Journal of the Operational Research Society","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85060629491&doi=10.1080%2f01605682.2018.1535266&partnerID=40&md5=ce758b933f658c5e39e08d307a4d9ce2","This study investigates the profitability of ‘Buy n, get one free’ loyalty programs (LPs) for competing firms deciding on whether to offer such LP. We use a game-theoretic approach and obtain the equilibrium by considering four subgames; two symmetric ones where both firms either offer or do not offer a LP, and two asymmetric ones where only one firm offers a LP. We derive the demand using an analytical choice model. Then, we obtain the firms’ optimal decision variables (prices and reward periods) and profits for each subgame under different combinations of behavioral parameters of time and reward valuations for both symmetric and asymmetric production cost for the firms. The results show that when customers highly value reward but not time, offering loyalty programs is a dominant strategy. However, under different market conditions, firms face a prisoner dilemma or find that not offering a LP is a dominant equilibrium. © 2019, © 2019 Operational Research Society."
"Gandomi A.; Bazargan A.; Zolfaghari S.","Gandomi, Amir (56788235100); Bazargan, Amirhossein (57195333934); Zolfaghari, Saeed (6602098430)","56788235100; 57195333934; 6602098430","Designing competitive loyalty programs: a stochastic game-theoretic model to guide the choice of reward structure","2019","Annals of Operations Research","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062607455&doi=10.1007%2fs10479-019-03179-1&partnerID=40&md5=7e35955945e5c6903b6cdf25581bf2d2","We develop a game-theoretic model to guide the choice of the reward structure in customer loyalty programs. We model a duopoly market in which one firm adopts a loyalty program. Firms independently and simultaneously set the prices and rewards. Heterogeneous customers buy homogeneous products in a multi-period setting. Customers are segmented into three groups based on their level of strategic behavior, which is expressed in terms of their degree of forward-lookingness. We use two exogenous parameters to represent the size of each segment. A third parameter captures the point pressure effect, which refers to the increase in customer spending as they approach a reward threshold. In each period, customers choose the firm that maximizes their utility, which is a function of offered prices, rewards, and the distance to the next reward. We use the logit model to model the customer choice behavior. Customers’ accumulated purchases evolve as a Markov chain. We derive the limiting distribution of accumulated purchases, which is subsequently used to formulate the firm’s expected revenue functions. We develop two algorithms to find the Nash equilibrium for both the linear and nonlinear rewards in term of the three parameters. Using a thorough numerical analysis, we show that the choice of the structure becomes more critical as the size of the strategic segment increases. The nonlinear scheme is superior when the size of the highly-strategic segment is very small. The linear rewards is superior in markets where the size of the highly-strategic segment and the sensitivity to distance are simultaneously not small. © 2019, Springer Science+Business Media, LLC, part of Springer Nature."
"Zhang J.; Wang J.","Zhang, Jun (55266463100); Wang, Jingwen (57731818400)","55266463100; 57731818400","A study of loyalty programs in the Chinese market: the impacts of reward type, reward characteristic and product involvement","2023","Asia Pacific Journal of Marketing and Logistics","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85131601803&doi=10.1108%2fAPJML-10-2021-0716&partnerID=40&md5=d96f45fad07103e4e63ac7cefe0cfaf5","Purpose: This study investigates how reward type (single vs. plural), reward characteristic (utilitarian vs. hedonic) and product involvement (high vs. low) affect the design of reward programs. Design/methodology/approach: A 2 ✕ 2 ✕ 2 fractional factorial experimental design is constructed to explore the main factors influencing the effectiveness of reward programs on a sample of 436 Chinese customers. Findings: The results indicate that reward type is an important determinant of customers' preference toward reward programs. Plural rewards are preferable to a single reward when the alternatives provide the same benefits, particularly in the low level of product involvement. In the high level of product involvement, reward characteristic has a significant effect on customers' preference. Hedonic rewards are more effective in building a program's value than utilitarian rewards. Moreover, reward characteristic interacts with reward type, positively impacting customers' preference toward reward programs. Originality/value: This study suggests that managers should consider the effects of reward type, reward characteristic and product involvement to formulate attractive reward programs for sustainable business in China. © 2022, Emerald Publishing Limited."
"Bombaij N.J.F.; Gelper S.; Dekimpe M.G.","Bombaij, Nick J.F. (57209837504); Gelper, Sarah (15520728100); Dekimpe, Marnik G. (6701477193)","57209837504; 15520728100; 6701477193","Designing successful temporary loyalty programs: An exploratory study on retailer and country differences","2022","International Journal of Research in Marketing","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85132812700&doi=10.1016%2fj.ijresmar.2022.04.005&partnerID=40&md5=8c5067bc16d9fe4c14fe2a0d68a8a43c","Retailers increasingly adopt temporary loyalty programs (TLPs), in which consumers have limited time, often less than half a year, to save stamps and redeem highly discounted rewards. These programs often run alongside the retailers’ permanent loyalty programs in an attempt to increase customer engagement. Despite the growing popularity of TLPs, the literature on the topic remains limited. We address this gap by looking at the redemption rate, the industry's primary success indicator, of almost 900 TLPs across a broad set of grocery retailers in 45 countries. We study the effects of four key design characteristics (the duration of the program, the discount offered, the spending requirement before an award can be redeemed, and the reward depth) on the redemption rate, and explore how these effects vary across a broad range of retailer and country characteristics. In doing so, we control for both a retailer's potential self-selection into running a TLP and the potential endogeneity of the subsequent design choices. We derive a set of actionable results on how to design successful TLPs and show that high redemption rates are not only beneficial for the program operator and reward manufacturer, but also translate into higher sales and profit for the retailer. © 2022 The Authors"
"Halloran T.J.; Lutz R.J.","Halloran, Timothy J. (57270078100); Lutz, Richard J. (11240279300)","57270078100; 11240279300","Let's Give Them Something to Talk About: Which Social Media Engagements Predict Purchase Frequency?","2021","Journal of Interactive Marketing","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85115604089&doi=10.1016%2fj.intmar.2021.05.003&partnerID=40&md5=875e683d2e01f2204cc583e0cc0c89e1","Although marketers spend billions of dollars on social media platforms in an effort to make a connection with their customers, few know if their social media activation in the form of Social Network Advertising (SNA) is positively affecting their business. For example, little research exists as to which types of Digital Consumer Engagement (DCE) (if any) are associated with purchase frequency. Advancing a theoretical framework of social media engagement, the authors test the association between various forms of DCE and customer behavior using archived field data. By matching store visit data from 1,066 loyalty program members of a leading national fast casual restaurant with their engagements on the brand's Facebook page, the authors are able to compare the strength of the relationships between various forms of engagement and store visit frequency. Results reveal that some Facebook engagements are significantly associated with increased or decreased store visits while others exhibit no discernible effects. Empirical support is provided for a proposed hierarchy of DCE, with engagements perceived as reflecting strong DCE being more strongly associated with purchase frequency than those with moderate or weak DCE. © 2021 Direct Marketing Educational Foundation, Inc. dba Marketing EDGE"
"Liu J.; Ansari A.","Liu, Jia (57205490464); Ansari, Asim (7202239142)","57205490464; 7202239142","Understanding Consumer Dynamic Decision Making Under Competing Loyalty Programs","2021","Journal of Marketing Research","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084565067&doi=10.1177%2f0022243720911894&partnerID=40&md5=4bde072b1f0c915a8ea53893a627e02b","The authors develop an incentive-aligned experimental paradigm to study how consumer purchase dynamics are affected by the interplay between competing firms’ loyalty programs and their pricing and promotional strategies. In this experiment, participants made sequential choices between two competing airlines in a stylized frequent traveler task for which an optimal dynamic decision policy can be numerically computed. The authors find that, on average, participants are able to partially realize the long-term benefits from loyalty programs, though most are sensitive to price. They also find that participants’ preferences and levels of bounded rationality depend on the nature of the competitive environment, the particular state of each decision scenario, and the type of optimal action. Accordingly, the authors use an approximate dynamic programming model to incorporate boundedly rational decision making. The model classifies participants into five segments that exhibit variation in their performance and decision strategies. Importantly, they find that participants are able to adapt their decision strategies to the environment they face, and thus the overall market outcome and the performance of each firm are influenced by both the competitive environment and the assumption on the extent of consumer optimality. © American Marketing Association 2020."
"Chan E.; Briers B.","Chan, Elaine (57215215306); Briers, Barbara (15126912700)","57215215306; 15126912700","It's the End of the Competition: When Social Comparison Is Not Always Motivating for Goal Achievement","2019","Journal of Consumer Research","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083764732&doi=10.1093%2fjcr%2fucy075&partnerID=40&md5=18f29a431490f31983c0606c2798325d","Nowadays consumers can easily connect with others who are pursuing similar goals via smart devices and mobile apps. This technology also enables them to compare how well they are doing relative to others in a variety of contexts, ranging from online gaming to losing weight to loyalty programs. This research investigates consumers' motivation to achieve a goal when they compare themselves with a superior other who has already attained the goal. Building on the literature on social comparison, and on competition in particular, we find that consumers are less motivated when the superior other has attained the goal compared to when the superior other is just ahead, keeping the relative distance equal. This negative effect on motivation is evident even in situations in which consumers can still attain the same goal as the superior other. We argue and demonstrate that this effect occurs because the other's goal attainment limits consumers' prospect to compete and overtake the superior other. Six experimental studies show evidence for this effect in hypothetical loyalty programs and behavioral task completion. These findings provide a deeper understanding of the motivational effect of social comparison, which have implications for marketing managers and public policy makers. © 2018 The Author(s) 2018. Published by Oxford University Press on behalf of Journal of Consumer Research, Inc. All rights reserved. For permissions, please e-mail: journals.permissions@oup.com."
"Singh B.","Singh, Balgopal (57202959822)","57202959822","Investigating Gamification Effect of Frequent Flyer Program on Brand Loyalty in the Aviation Industry","2022","Indian Journal of Marketing","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85123173963&doi=10.17010%2fijom%2f2022%2fv52%2fi1%2f167650&partnerID=40&md5=633243eac7348a5eccdd0a7859f6fb30","The frequent-flyer program is a loyalty program offered by airlines, also credited as the pioneer of gamification in services. This study empirically investigated the gamification effect of frequent-flyer programs on air passengers’ brand loyalty. A conceptual model based on the gamification theory was suggested. A questionnaire-based survey method was used for data collection from domestic air passengers in India. Data were collected from 418 respondents selected using convenient purposive sampling, and 356 filled questionnaires were used for analysis. Covariance-based structural equation modeling was used for data analysis. The path analysis and mediation test supported that the FFP game-element was positively associated with the air passengers’ loyalty. The psychological and behavioral outcomes of the game element fully mediated the relationship between the game element and the loyalty of air passengers towards aviation companies. This research would be helpful to the aviation managers to plan policies for enhancing loyalty. © 2022, Associated Management Consultants Pvt. Ltd. All rights reserved."
"Bazargan A.; Karray S.; Zolfaghari S.","Bazargan, Amirhossein (57195333934); Karray, Salma (18037601800); Zolfaghari, Saeed (6602098430)","57195333934; 18037601800; 6602098430","Can restrictions on redemption timing boost profitability of loyalty programs in competitive environments?","2021","Computational Management Science","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85099081496&doi=10.1007%2fs10287-020-00383-4&partnerID=40&md5=7fe614714e9534d9982be7612d5f6b56","This research investigates whether it is beneficial for competing firms offering loyalty programs (LPs) to restrict the reward redemption time. We develop a game-theoretic model where competing firms decide an LP’s redemption policy and pricing and identify firms’ restriction levels. The results show that, at equilibrium, firms implement a restrictive policy when customers value rewards more than time, while an unrestricted policy is implemented when customers value time. Each firm should increase prices in response to its competitor’s restrictive policy. © 2021, The Author(s), under exclusive licence to Springer-Verlag GmbH, DE part of Springer Nature."
"Treiblmaier H.; Petrozhitskaya E.","Treiblmaier, Horst (13907073600); Petrozhitskaya, Elena (58089794900)","13907073600; 58089794900","Is it time for marketing to reappraise B2C relationship management? The emergence of a new loyalty paradigm through blockchain technology","2023","Journal of Business Research","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85147340287&doi=10.1016%2fj.jbusres.2023.113725&partnerID=40&md5=d5e23feff987600b6009f0688fe5d65e","Blockchain technology is predicted to become a powerful driver of marketing transformation. At present, most envisioned use cases are in an early stage with an uncertain industrial impact and an immature theoretical integration in academic research. To help close this research gap, we investigate how blockchain-based loyalty programs transform B2C relations through innovative customer services that bear important properties of a sharing economy. Specifically, we identify-five potential advantages of blockchain-based programs over traditional loyalty programs pertaining to usage, accrual, relevance, expiration, and transferability. We then apply expectancy theory to assess consumers’ perceptions in two empirical studies, both of which reveal an overall preference for blockchain-based loyalty programs over traditional models: an analysis of 5,059 Twitter tweets detects more positive feedback for the blockchain-based program, and a survey of 206 consumers reveals a significantly more positive attitude toward the blockchain-based loyalty program with respect to accrual, relevance, expiration, and transferability. © 2023 The Author(s)"
